NCESSCH	PCT_BACH	PCT_ADVC	P_EXPLT6	P_EXPGT5	MEAN_EXP	M_BSALT6	M_BSAGT5	M_BSAL
040052003063	62.5	37.5	-1.0	75.0	16	-1	38898	36486
040060000007	80.4	19.6	44.6	55.4	9	39866	53855	47609
040060000008	68.8	31.3	45.8	54.2	9	40026	52649	46863
040060000009	73.4	26.6	39.1	60.9	8	39547	52568	47481
040060000010	48.6	51.4	40.5	59.5	8	39526	52344	47148
040060000012	78.6	21.4	48.2	51.8	8	39355	52600	46214
040060000015	54.5	45.5	21.2	78.8	13	40248	55144	51984
040060000016	71.1	28.9	33.3	66.7	8	38166	51982	47377
040060000018	69.6	30.4	46.4	53.6	7	39723	52747	46700
040060000302	75.4	24.6	50.8	49.2	8	39451	51321	45289
040060001283	86.7	13.3	40.0	60.0	10	38270	57312	49695
040060001418	45.6	54.4	45.6	54.4	7	37787	51527	45260
040060001486	80.0	20.0	43.3	56.7	9	39210	53983	47581
040060001707	86.1	13.9	47.2	52.8	6	38850	52001	45791
040060001708	78.4	21.6	40.5	59.5	7	38182	50525	45521
040060002002	67.6	32.4	51.4	48.6	8	39820	53038	46250
040063000019	-1.0	-1.0	-1.0	75.0	11	-1	41541	39531
040068000020	40.4	59.6	52.6	47.4	8	34572	44268	39165
040068000021	60.3	39.7	39.7	60.3	10	33888	44833	40490
040068000022	48.0	52.0	24.0	76.0	15	34520	50491	46658
040068000023	56.1	43.9	29.3	70.7	9	34195	39323	37822
040068000025	51.5	48.5	15.2	84.8	15	35177	48660	46617
040068000026	61.8	38.2	26.5	73.5	12	34469	45408	42512
040068000027	64.3	35.7	45.2	54.8	9	33537	44443	39509
040068000028	55.3	44.7	23.4	76.6	12	33532	45748	42889
040068000029	57.1	42.9	31.4	68.6	13	34184	46007	42291
040068000030	45.5	54.5	54.5	45.5	7	30922	42796	36319
040068000031	46.2	53.8	19.2	80.8	14	33613	49607	46531
040068000032	59.2	40.8	25.5	74.5	12	33746	45668	42627
040068000033	49.5	50.5	16.5	83.5	15	32727	48282	45718
040068001001	61.0	39.0	27.3	72.7	10	32411	42773	39947
040068001031	60.0	40.0	36.0	64.0	11	36261	46447	42780
040068001286	53.7	46.3	31.7	68.3	11	34161	45995	42243
040068001394	61.4	38.6	25.0	75.0	12	32853	44248	41399
040068001525	43.2	56.8	22.7	77.3	10	33402	42769	40640
040068002066	59.5	40.5	24.3	75.7	11	34044	44957	42303
040068002198	51.6	48.4	48.4	51.6	9	33433	46578	40222
040072000034	61.1	38.9	27.8	72.2	12	35817	43293	41216
040079000040	58.6	41.4	44.8	55.2	7	31246	40079	36119
040079000041	47.8	52.2	30.4	69.6	13	31355	46815	42109
040079000042	58.3	41.7	47.2	52.8	10	32249	44752	38848
040079000043	40.3	59.7	24.7	75.3	12	32311	44198	41265
040079001200	56.7	43.3	36.7	63.3	8	31880	40725	37482
040079001461	44.1	55.9	29.4	70.6	12	30303	45640	41129
040079001628	42.5	57.5	35.0	65.0	9	33629	41098	38483
040079002212	46.2	53.8	34.6	65.4	9	32520	41156	38167
040079002345	-1.0	71.4	-1.0	85.7	11	-1	42455	40553
040084000044	63.6	36.4	45.5	54.5	8	36397	39234	37944
040087000046	100.0	0.0	75.0	-1.0	6	25989	-1	29862
040091000047	66.7	-1.0	50.0	50.0	10	37267	35767	36517
040091000048	-1.0	66.7	50.0	50.0	9	35467	38350	36908
040091001059	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
040096000049	43.2	56.8	47.7	52.3	9	34453	52785	44035
040096000051	59.4	40.6	42.2	57.8	10	34154	50189	43424
040096001154	71.9	28.1	59.4	40.6	6	34077	46955	39309
040096001878	75.8	24.2	63.6	36.4	6	34700	43579	37929
040096002255	54.3	45.7	48.6	51.4	7	33706	46658	40367
040096002381	55.8	44.2	53.5	46.5	8	33802	51012	41806
040096002494	51.4	48.6	40.5	59.5	8	34345	47044	41896
040100000052	62.5	37.5	50.0	50.0	7	36205	39705	37955
040100000053	-1.0	-1.0	-1.0	-1.0	7	-1	-1	37455
040105000054	50.0	50.0	37.0	63.0	9	37801	45137	42426
040105000055	81.0	19.0	54.8	45.2	7	36630	45480	40633
040105000056	54.5	45.5	39.4	60.6	10	36853	46754	42853
040105000057	58.5	41.5	41.5	58.5	9	37470	45853	42377
040105003142	84.4	15.6	84.4	15.6	4	35908	41882	36842
040108000059	56.3	43.8	18.8	81.3	12	29170	40029	37993
040116000062	70.0	30.0	40.0	60.0	9	32299	36705	34943
040118000063	81.0	19.0	23.8	76.2	8	30145	35820	34469
040118000064	57.1	42.9	-1.0	71.4	11	-1	37311	35722
040118000066	60.0	40.0	20.0	80.0	14	29742	38518	36763
040118001817	66.7	33.3	-1.0	88.9	14	-1	38466	37101
040126000070	30.0	70.0	0.0	100.0	15	-2	36110	36110
040129000071	75.0	-1.0	75.0	-1.0	9	27489	-1	29336
040133000072	50.0	50.0	-1.0	66.7	16	-1	47812	42043
040133000073	60.0	-1.0	0.0	100.0	17	-2	38979	38979
040138002490	76.9	23.1	65.4	34.6	6	32735	37713	34459
040138002491	91.7	-1.0	58.3	41.7	7	32443	39149	35237
040138002492	70.6	29.4	29.4	70.6	9	33264	37571	36305
040138003123	77.4	22.6	51.6	48.4	6	32658	37519	35010
040141000075	78.2	21.8	43.6	56.4	7	38446	44007	41580
040141002137	52.3	47.7	47.7	52.3	7	38693	45083	42033
040141003082	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
040146000077	60.7	39.3	17.9	82.1	13	30332	42133	40025
040146000078	65.0	35.0	27.5	72.5	12	31536	41883	39038
040146000080	69.2	30.8	34.6	65.4	12	27983	44407	38722
040146000081	53.0	47.0	29.9	70.1	12	31155	42842	39353
040146000213	55.3	44.7	28.9	71.1	10	29875	41066	37826
040146001050	71.4	28.6	21.4	78.6	17	28906	46790	42958
040146001051	76.7	23.3	36.7	63.3	14	30951	44206	39346
040146001356	50.0	50.0	20.0	80.0	12	28733	42586	39815
040146003062	62.5	37.5	37.5	62.5	9	29713	40291	36324
040150000084	81.0	19.0	47.6	52.4	7	32878	36155	34594
040150000085	76.9	23.1	71.8	28.2	6	32990	38964	34675
040150000855	84.2	15.8	50.0	50.0	8	32562	38984	35773
040150001053	80.0	20.0	73.3	26.7	4	32321	37763	33772
040150001528	88.9	11.1	37.0	63.0	11	32588	40051	37287
040150001757	77.1	22.9	54.3	45.7	7	33027	39823	36133
040150002184	82.4	17.6	58.8	41.2	6	29752	32956	31071
040160000086	61.1	38.9	19.4	80.6	13	30283	41040	38948
040160000087	61.9	38.1	19.0	81.0	9	30588	38153	36712
040160001529	63.2	36.8	31.6	68.4	10	32503	38122	36347
040160003173	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
040165000088	81.8	-1.0	36.4	63.6	11	28263	34792	32417
040168000089	60.0	40.0	55.6	44.4	8	36124	53663	43919
040168000091	59.6	40.4	55.3	44.7	7	38472	47052	42306
040168000092	53.7	46.3	56.7	43.3	6	38328	49150	43012
040168000093	54.2	45.8	45.8	54.2	8	37768	51738	45335
040168000094	55.9	44.1	64.7	35.3	6	37301	49004	41432
040168000095	71.0	29.0	71.0	29.0	6	36382	52193	40973
040168000096	56.8	43.2	56.8	43.2	7	37869	50496	43321
040168000097	52.5	47.5	50.0	50.0	9	39467	49155	44311
040168000098	47.8	52.2	63.0	37.0	7	38225	54388	44198
040168000100	56.3	43.8	65.6	34.4	7	38002	53654	43383
040168000101	44.2	55.8	44.2	55.8	8	39277	51808	46265
040168000102	60.9	39.1	56.5	43.5	9	36876	54614	44588
040168000104	55.3	44.7	51.1	48.9	7	39806	48147	43888
040168000105	58.5	41.5	56.1	43.9	8	37347	57241	46081
040168001054	53.1	46.9	37.5	62.5	10	39451	53314	48115
040168001055	45.5	54.5	36.4	63.6	10	39306	50507	46434
040168001426	-1.0	75.0	50.0	50.0	9	41263	55555	48409
040168001530	75.0	25.0	75.0	25.0	4	34871	46367	37745
040168001709	60.0	40.0	48.9	51.1	7	36642	48629	42769
040168002005	46.2	53.8	63.1	36.9	6	39022	51605	43668
040168002135	40.6	59.4	40.6	59.4	10	37606	52950	46716
040168003122	48.8	51.2	76.7	23.3	5	39878	52838	42892
040171000106	72.7	27.3	43.2	56.8	9	36149	44904	41123
040171000107	48.3	51.7	65.5	34.5	8	36757	48542	40821
040171000109	72.4	27.6	41.4	58.6	9	36383	44217	40975
040171000111	61.5	38.5	34.6	65.4	8	36219	43726	41128
040171000112	75.9	24.1	24.1	75.9	11	36213	44633	42601
040171001027	78.4	21.6	59.5	40.5	8	36213	44626	39624
040171001056	72.7	27.3	48.5	51.5	7	35592	43756	39798
040171001357	71.4	28.6	42.9	57.1	12	35862	50256	44087
040171002213	63.6	36.4	27.3	72.7	9	36519	44278	42162
040174000113	48.5	51.5	35.4	64.6	10	41725	49429	46703
040174001629	44.4	55.6	66.7	33.3	6	43945	48424	45438
040174002214	52.6	47.4	26.3	73.7	11	44442	47310	46556
040176000011	34.0	66.0	27.0	73.0	10	35078	45130	42416
040176000116	44.7	55.3	28.9	71.1	10	33345	46447	42655
040176000117	46.4	53.6	32.1	67.9	11	34564	46749	42832
040176001002	32.1	67.9	-1.0	92.9	15	-1	47496	46571
040176001032	55.6	44.4	29.6	70.4	12	33165	48610	44034
040176001358	57.7	42.3	19.2	80.8	10	35295	43955	42290
040176001487	39.5	60.5	34.2	65.8	9	35259	45532	42017
040176001531	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
040181000325	70.8	29.2	16.7	83.3	13	31609	39878	38500
040181002544	-1.0	83.3	25.0	75.0	8	30083	42769	39598
040187000013	38.9	61.1	22.2	77.8	11	37615	55017	51150
040187000123	27.7	72.3	27.0	73.0	11	40692	55417	51437
040187000125	40.0	60.0	37.1	62.9	9	40178	53262	48402
040187000127	46.7	53.3	40.0	60.0	8	38830	51341	46337
040187000128	54.5	45.5	49.1	50.9	8	39195	54197	46832
040187000129	42.9	57.1	42.9	57.1	10	41448	53246	48190
040187000131	50.0	50.0	28.6	71.4	10	40608	54800	50745
040187000133	30.5	69.5	47.5	52.5	7	41107	50537	46062
040187000615	32.5	67.5	35.0	65.0	9	39725	55574	50027
040187001058	61.1	38.9	52.8	47.2	7	38235	49724	43660
040187001155	44.4	55.6	48.9	51.1	8	40016	52250	46269
040187001206	42.9	57.1	32.1	67.9	12	38695	55507	50103
040187001289	50.0	50.0	53.6	46.4	7	40362	50426	45034
040187001359	35.5	64.5	29.0	71.0	8	38060	52298	48164
040187001399	44.4	55.6	40.7	59.3	9	37060	55514	47996
040187001400	47.3	52.7	40.0	60.0	10	40415	52356	47580
040187001532	40.0	60.0	35.6	64.4	9	40236	54382	49352
040187001533	32.8	67.2	43.1	56.9	8	40477	53653	47974
040187001675	30.0	70.0	25.0	75.0	12	41367	53872	50746
040187001676	35.9	64.1	30.8	69.2	10	38279	54259	49342
040187001677	19.1	80.9	29.1	70.9	10	42432	55265	51534
040187001678	56.3	43.8	43.8	56.3	8	36206	47834	42747
040187001996	34.7	65.3	28.6	71.4	9	40409	52598	49115
040187002125	45.8	54.2	35.4	64.6	8	38944	51502	47054
040187002250	44.5	55.5	70.9	29.1	4	40991	50843	43857
040187002251	46.0	54.0	66.0	34.0	5	41713	50551	44718
040187002346	51.6	48.4	45.2	54.8	8	39636	53628	47309
040187002379	65.7	34.3	71.4	28.6	5	38319	53355	42615
040187002380	48.7	51.3	53.8	46.2	7	40408	50637	45129
040187002478	33.3	66.7	87.5	12.5	4	43067	58160	44953
040187002479	42.9	57.1	95.2	-1.0	3	42337	-1	42858
040187002480	63.5	36.5	67.3	32.7	5	39341	51242	43232
040194000135	59.0	41.0	15.4	84.6	14	33048	43276	41703
040194000136	41.7	58.3	8.3	91.7	17	31650	45662	44494
040194000137	53.7	46.3	29.9	70.1	9	31737	42586	39347
040194000138	44.8	55.2	20.7	79.3	14	33428	44375	42110
040194000140	51.6	48.4	22.6	77.4	14	32886	45066	42316
040194000145	56.3	43.8	21.9	78.1	11	32012	42057	39860
040194001139	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
040194001488	38.9	61.1	-1.0	94.4	16	-1	45321	44926
040211000150	60.0	-1.0	60.0	-1.0	6	30398	-1	32605
040211000151	37.5	62.5	-1.0	75.0	10	-1	36865	35678
040213000152	50.0	50.0	50.0	50.0	10	39290	51599	45444
040219000154	91.7	-1.0	-1.0	83.3	12	-1	37667	36186
040222002220	80.0	-1.0	60.0	40.0	9	30890	52257	39437
040225000156	57.1	42.9	33.3	66.7	9	31489	38253	35998
040232000158	73.7	26.3	86.8	13.2	4	35496	42954	36478
040232000164	53.3	46.7	86.7	13.3	4	35130	36417	35301
040232001025	-1.0	-1.0	-1.0	0.0	-1	-1	-2	-1
040232001208	73.1	26.9	92.3	-1.0	4	35881	-1	36121
040232001534	64.7	35.3	94.1	-1.0	4	35222	-1	35429
040232003079	67.9	32.1	92.5	7.5	2	34509	37625	34744
040237000165	89.5	-1.0	36.8	63.2	8	29397	35456	33224
040237000166	58.3	41.7	33.3	66.7	13	30683	40521	37242
040237000167	76.9	23.1	51.3	48.7	8	31528	36038	33725
040237001360	54.8	45.2	54.8	45.2	9	31539	39026	34920
040237002384	60.0	40.0	35.0	65.0	12	30963	39213	36325
040240000014	73.5	26.5	42.9	57.1	8	33544	42302	38548
040240000017	52.8	47.2	55.6	44.4	9	34338	47042	39984
040240000036	68.6	31.4	51.4	48.6	10	35686	46488	40933
040240000037	82.9	17.1	53.7	46.3	8	33351	45361	38916
040240000171	67.6	32.4	43.2	56.8	14	34470	51714	44257
040240001087	63.0	37.0	29.6	70.4	13	34400	45402	42142
040240001976	65.6	34.4	53.1	46.9	8	34607	46211	40046
040240002424	73.5	26.5	58.8	41.2	8	34218	45226	38751
040240002425	73.2	26.8	48.8	51.2	7	33318	44488	39039
040243000174	57.4	42.6	33.3	66.7	9	36777	43963	41568
040243000176	53.1	46.9	20.4	79.6	11	36714	45533	43733
040243000177	80.3	19.7	65.6	34.4	6	33348	44366	37141
040243000178	63.8	36.2	53.2	46.8	9	34594	47496	40633
040243000179	65.5	34.5	46.6	53.4	10	34695	48700	42180
040243000180	55.6	44.4	37.8	62.2	12	35143	50173	44495
040243000181	64.1	35.9	38.5	61.5	9	35411	46416	42183
040243001704	54.0	46.0	38.0	62.0	8	36859	46298	42711
040243001998	-1.0	-1.0	0.0	100.0	13	-2	46316	46316
040243001999	65.3	34.7	67.3	32.7	5	35263	42222	37535
040248001210	50.0	50.0	50.0	50.0	7	36433	38000	37217
040248001536	-1.0	0.0	-1.0	-1.0	-1	-1	-1	-1
040249000183	-1.0	-1.0	0.0	100.0	21	-2	44382	44382
040253000184	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
040253000185	44.0	56.0	20.0	80.0	15	28025	41800	39045
040253000186	87.5	-1.0	25.0	75.0	10	27076	34843	32901
040253000187	50.0	50.0	20.4	79.6	15	33420	42176	40392
040253000190	73.7	26.3	21.1	78.9	13	29202	37634	35859
040253000191	80.0	-1.0	50.0	50.0	9	27508	38380	32944
040253000192	71.4	28.6	21.4	78.6	11	27977	35805	34127
040253000193	88.9	-1.0	-1.0	88.9	13	-1	37559	36523
040253000194	45.0	55.0	30.0	70.0	15	31075	45842	41412
040253001156	-1.0	-1.0	0.0	-1.0	-1	-2	-1	-1
040253001291	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
040260000195	41.7	58.3	25.0	75.0	15	30130	36536	34934
040260000196	50.0	50.0	0.0	100.0	16	-2	34396	34396
040260001292	75.0	-1.0	-1.0	75.0	9	-1	35088	33661
040269000197	71.2	28.8	65.2	34.8	7	38721	54628	44264
040269000198	69.5	30.5	46.3	53.7	7	38642	49770	44613
040269000199	74.5	25.5	61.8	38.2	6	39354	51178	43869
040269000200	67.6	32.4	51.4	48.6	8	38145	50638	44222
040269000201	79.2	20.8	64.6	35.4	6	38340	51097	42858
040269001462	70.8	29.2	47.9	52.1	8	41084	50283	45875
040269002126	80.4	19.6	56.9	43.1	6	39289	50879	44289
040269002340	65.5	34.5	67.3	32.7	6	40552	50525	43816
040269002341	57.1	42.9	57.1	42.9	7	45839	54037	49352
040269002401	65.3	34.7	67.3	32.7	5	39875	47523	42372
040269002402	73.3	26.7	66.7	33.3	4	38936	47305	41726
040269002481	78.6	21.4	61.9	38.1	5	38321	45222	40950
040269002482	66.7	33.3	55.6	44.4	5	37939	45074	41110
040269003124	72.0	28.0	72.0	28.0	5	40165	52388	43588
040269003125	85.7	14.3	66.1	33.9	6	40927	51875	44641
040269003126	62.0	38.0	67.8	32.2	5	38453	48020	41537
040274000203	60.0	40.0	0.0	100.0	9	-2	48568	48568
040274001625	66.7	-1.0	0.0	100.0	12	-2	49601	49601
040276000204	81.8	-1.0	-1.0	90.9	10	-1	35667	35052
040279000207	90.9	-1.0	36.4	63.6	11	33766	39747	37572
040279000208	100.0	0.0	57.1	42.9	8	32732	37627	34830
040279000209	70.6	29.4	35.3	64.7	10	33102	36799	35494
040279001060	79.2	20.8	29.2	70.8	11	33758	39820	38052
040286000211	34.8	65.2	-1.0	91.3	12	-1	43104	41876
040286000212	43.3	56.7	25.4	74.6	10	28198	41477	38108
040286000214	42.9	57.1	28.6	71.4	10	30365	43349	39639
040286000215	39.4	60.6	23.9	76.1	10	29192	39997	37410
040286000216	55.2	44.8	20.7	79.3	10	30130	37647	36091
040286000217	54.3	45.7	31.4	68.6	9	30605	36986	34980
040286000218	33.3	66.7	12.5	87.5	11	31810	40204	39155
040286000219	50.0	50.0	44.4	55.6	7	29692	36419	33429
040286000220	53.6	46.4	35.7	64.3	10	28244	44467	38673
040286000222	20.0	80.0	-1.0	96.0	13	-1	44017	43184
040286000224	75.0	25.0	43.8	56.3	8	30180	41981	36818
040286000225	29.6	70.4	18.5	81.5	9	30621	38056	36679
040286001157	-1.0	-1.0	-1.0	75.0	8	-1	37017	35010
040286001158	-1.0	60.0	80.0	-1.0	4	30538	-1	32187
040286001363	51.5	48.5	15.2	84.8	11	29719	41328	39569
040286001364	34.6	65.4	19.2	80.8	12	29719	43640	40963
040286001463	22.2	77.8	20.4	79.6	11	31711	42894	40616
040286001464	51.9	48.1	38.5	61.5	8	32269	39628	36798
040286002097	34.6	65.4	46.2	53.8	7	30540	40425	35862
040292000227	57.4	42.6	50.8	49.2	6	35220	42143	38625
040292000228	58.1	41.9	39.5	60.5	7	33764	39667	37333
040292002210	73.2	26.8	69.6	30.4	4	34399	37324	35287
040292002436	77.2	22.8	66.7	33.3	4	33731	37062	34841
040292002559	84.4	15.6	62.2	37.8	5	33718	38033	35348
040301000231	61.7	38.3	39.5	60.5	10	33092	45469	40579
040301000232	53.5	46.5	34.9	65.1	9	32863	43104	39532
040301000233	56.7	43.3	40.0	60.0	10	32888	46787	41227
040301000236	59.3	40.7	29.6	70.4	11	34041	46201	42598
040301000237	57.1	42.9	34.3	65.7	11	32360	45589	41053
040301001000	57.7	42.3	23.1	76.9	12	33019	44907	42164
040301001033	54.2	45.8	20.8	79.2	14	32190	47072	43971
040301001489	72.0	28.0	24.0	76.0	12	33803	43863	41449
040301001611	-1.0	-1.0	-1.0	0.0	-1	-1	-2	-1
040301002065	-1.0	60.0	-1.0	60.0	6	-1	41784	38495
040304000038	47.6	52.4	38.1	61.9	9	32741	43676	39510
040304000239	48.3	51.7	27.6	72.4	10	32668	42078	39482
040304000639	40.6	59.4	18.8	81.3	9	34179	39487	38492
040304001296	50.0	50.0	23.3	76.7	11	31253	43229	40434
040306000240	67.6	32.4	56.8	43.2	7	36147	47444	41032
040306000679	71.0	29.0	61.3	38.7	7	38474	43848	40554
040306001159	73.5	26.5	50.0	50.0	7	36842	43641	40242
040306002355	63.2	36.8	42.1	57.9	11	35592	47236	42334
040306002495	65.0	35.0	50.0	50.0	7	34703	48837	41770
040306003084	82.4	17.6	64.7	35.3	6	34983	40526	36939
040306003085	67.7	32.3	58.1	41.9	6	35689	45102	39636
040308000241	66.7	33.3	25.0	75.0	10	30651	40882	38325
040308000242	87.5	-1.0	37.5	62.5	11	24908	43378	36452
040308000243	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
040315000244	60.7	39.3	-1.0	96.4	17	-1	52126	51590
040315000245	33.3	66.7	-1.0	91.7	17	-1	53663	52283
040315000247	57.1	42.9	-1.0	92.9	14	-1	50045	49017
040320000248	70.0	30.0	20.0	80.0	14	35266	39954	39016
040320000249	69.2	30.8	0.0	100.0	17	-2	40729	40729
040324000250	62.5	37.5	37.5	62.5	9	36254	45015	41730
040324001101	60.9	39.1	43.5	56.5	7	36607	45761	41781
040324001108	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
040324001213	32.1	67.9	21.4	78.6	9	37187	42799	41597
040324001806	71.9	28.1	56.3	43.8	6	35394	43893	39113
040324002388	79.2	20.8	41.7	58.3	7	36342	42916	40177
040324002389	53.8	46.2	38.5	61.5	7	36798	41277	39554
040324003066	74.2	25.8	22.6	77.4	7	36268	40672	39678
040324003116	46.4	53.6	32.1	67.9	7	37606	41808	40457
040329000251	66.7	33.3	30.3	69.7	10	36649	46099	43236
040329000252	79.1	20.9	51.2	48.8	7	35682	42937	39225
040329000253	65.4	34.6	34.6	65.4	9	33835	44188	40604
040329000254	82.6	17.4	56.5	43.5	8	34714	48333	40635
040331000255	80.0	20.0	45.0	55.0	8	29981	31046	30567
040331000256	81.8	-1.0	45.5	54.5	13	29618	30667	30190
040340000246	31.5	68.5	28.0	72.0	9	36633	45659	43134
040340000257	23.5	76.5	17.6	82.4	13	35962	49085	46769
040340000258	36.5	63.5	29.4	70.6	10	36677	47767	44505
040340000259	48.0	52.0	32.0	68.0	9	35193	45188	41990
040340000260	52.2	47.8	43.5	56.5	9	36263	48467	43161
040340000261	36.4	63.6	18.2	81.8	10	37061	45750	44170
040340000265	42.1	57.9	39.5	60.5	8	36494	46211	42375
040340000594	54.3	45.7	50.0	50.0	6	36718	40828	38773
040340000595	52.6	47.4	42.1	57.9	7	36395	41893	39578
040340000596	55.3	44.7	39.5	60.5	7	36175	42682	40114
040340000601	60.0	40.0	51.4	48.6	7	35210	45684	40297
040340000602	59.1	40.9	38.6	61.4	7	36103	41201	39231
040340001064	51.5	48.5	51.5	48.5	7	35957	43332	39533
040340001191	-1.0	77.8	44.4	55.6	10	35792	48220	42696
040340001192	43.2	56.8	36.4	63.6	9	35696	46291	42438
040340001215	59.5	40.5	54.1	45.9	8	35172	45571	39950
040340001216	43.8	56.3	39.6	60.4	8	35636	43258	40241
040340001365	50.0	50.0	41.7	58.3	9	35625	49283	43592
040340001366	23.1	76.9	30.8	69.2	11	36585	49423	45473
040340001401	44.1	55.9	38.2	61.8	9	36778	46396	42718
040340001490	47.4	52.6	34.2	65.8	10	35216	47169	43080
040340001537	54.8	45.2	42.9	57.1	8	33433	43382	39118
040340001669	41.7	58.3	45.0	55.0	7	36852	43696	40616
040340001670	28.3	71.7	39.3	60.7	8	37227	45299	42126
040340001838	35.9	64.1	30.8	69.2	11	35999	47668	44077
040340001839	54.8	45.2	42.9	57.1	7	36033	41863	39365
040340001984	40.0	60.0	28.9	71.1	8	37334	43021	41378
040340001985	59.1	40.9	50.0	50.0	7	36318	43603	39961
040340001986	45.2	54.8	54.8	45.2	5	36322	41134	38499
040340002112	58.2	41.8	49.1	50.9	8	35941	42567	39314
040340002114	66.7	33.3	54.2	45.8	6	36334	40949	38449
040340002283	58.7	41.3	63.3	36.7	6	36087	46237	39812
040340002284	57.4	42.6	61.1	38.9	5	36448	40774	38131
040340002432	46.7	53.3	57.8	42.2	6	35270	43008	38538
040340002476	66.7	33.3	76.2	23.8	3	35657	40190	36736
040340003146	63.0	37.0	55.6	44.4	6	35168	42166	38279
040340003147	50.0	50.0	-1.0	75.0	7	-1	40539	40725
040342000058	51.4	48.6	45.9	54.1	7	37448	42716	40295
040342000262	45.7	54.3	28.3	71.7	12	36665	45433	42955
040342000263	69.4	30.6	69.4	30.6	7	37686	44360	39725
040342000264	58.1	41.9	54.8	45.2	8	35998	46711	40836
040342000266	71.4	28.6	59.5	40.5	6	36143	43710	39206
040342000267	44.0	56.0	40.0	60.0	9	36092	45802	41918
040342000268	61.5	38.5	51.3	48.7	8	36580	46364	41346
040342000269	68.1	31.9	55.3	44.7	9	36421	42861	39298
040342000270	67.6	32.4	38.2	61.8	9	37225	43533	41121
040342000271	35.7	64.3	33.3	66.7	13	36594	49441	45159
040342000272	71.1	28.9	62.2	37.8	7	36922	44706	39863
040342001254	73.0	27.0	64.9	35.1	6	36241	44316	39078
040342001402	54.9	45.1	56.9	43.1	8	37280	46413	41220
040342001538	68.6	31.4	45.7	54.3	7	36123	44629	40741
040342002121	56.8	43.2	50.0	50.0	8	37099	45705	41402
040342002281	47.5	52.5	45.0	55.0	9	36983	47030	42509
040342002493	59.4	40.6	56.3	43.8	6	36100	45386	40163
040345000275	62.8	37.2	27.9	72.1	12	36196	54886	49670
040345000277	68.5	31.5	32.9	67.1	11	37352	52355	47423
040345000278	55.8	44.2	24.7	75.3	11	36743	52523	48629
040345000279	54.3	45.7	23.5	76.5	15	37810	56767	52320
040345000280	63.0	37.0	25.9	74.1	14	38606	56398	51785
040345000281	72.6	27.4	35.6	64.4	12	39054	53413	48299
040345000282	64.2	35.8	29.6	70.4	12	37542	54450	49440
040345000283	72.9	27.1	21.4	78.6	12	36149	52378	48901
040345000284	75.9	24.1	42.2	57.8	11	37507	54081	47092
040345001539	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
040345001574	-1.0	-1.0	0.0	100.0	20	-2	74286	74286
040345001575	73.3	26.7	20.0	80.0	15	41891	51523	49596
040350000287	64.5	35.5	32.3	67.7	12	30179	38571	35864
040350000289	75.6	24.4	24.4	75.6	12	26154	37393	34652
040350002422	63.6	36.4	48.5	51.5	9	28765	37824	33431
040355000290	70.6	29.4	35.3	64.7	9	26334	38106	33951
040355000291	66.7	33.3	-1.0	83.3	12	-1	37224	35196
040366000065	100.0	0.0	100.0	0.0	4	32173	-2	32173
040373000293	77.8	-1.0	-1.0	77.8	11	-1	36810	35382
040373000294	75.0	-1.0	-1.0	75.0	15	-1	35189	33440
040373000295	77.8	-1.0	-1.0	88.9	13	-1	39472	38516
040373001125	100.0	0.0	0.0	100.0	9	-2	32661	32661
040378001392	71.7	28.3	52.2	47.8	6	34090	43500	38590
040378001987	72.3	27.7	48.9	51.1	6	34082	40685	37454
040378002118	71.2	28.8	62.1	37.9	5	34110	41656	36968
040378002119	50.6	49.4	50.6	49.4	6	34872	44267	39513
040378002356	72.4	27.6	67.2	32.8	5	34272	39188	35882
040378002477	80.4	19.6	78.4	21.6	3	32099	36162	32975
040382000298	76.2	23.8	31.0	69.0	10	34133	43634	40693
040382000299	89.7	10.3	24.1	75.9	10	34893	42732	40839
040382000300	83.3	16.7	29.2	70.8	13	35537	46789	43507
040382000301	75.0	25.0	37.5	62.5	10	35450	43869	40712
040382002239	69.6	30.4	43.5	56.5	8	35917	43961	40464
040386000068	63.6	36.4	45.5	54.5	6	38842	43059	41142
040386000079	100.0	0.0	-1.0	90.9	10	-1	42629	42716
040386000534	-1.0	0.0	-1.0	-1.0	-1	-1	-1	-1
040386001183	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
040386001540	100.0	0.0	75.0	-1.0	7	34321	-1	36784
040386001541	96.0	-1.0	88.0	12.0	4	38622	47327	39666
040386001659	-1.0	-1.0	-1.0	-1.0	6	-1	-1	37556
040386002105	87.5	-1.0	75.0	-1.0	6	39561	-1	41239
040386002106	75.0	-1.0	87.5	-1.0	5	38819	-1	40248
040386002365	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
040386003086	0.0	-1.0	-1.0	0.0	-1	-1	-2	-1
